area_sqft,bedrooms,bathrooms,floors,parking,age_years,city,locality,school_distance_km,hospital_distance_km,metro_distance_km,price
2611,3,3,1,1,8,Pune,East,6.2,4.93,5.53,15524316
3303,2,2,2,2,24,Mumbai,West,4.03,2.69,4.74,29016987
2283,5,5,2,0,18,Chandigarh,Central,7.81,7.67,9.83,11651352
3532,3,2,1,1,13,Delhi,West,4.83,5.76,13.45,23029332
3627,3,3,2,1,1,Mumbai,West,2.79,4.69,0.51,33230261
4797,5,6,2,1,12,Mumbai,West,3.2,0.39,13.34,42982072
1093,1,1,3,0,18,Chandigarh,North,1.73,4.44,13.2,3336918
1001,1,1,1,3,27,Delhi,North,2.02,3.0,10.97,5923407
2077,5,4,2,3,9,Chandigarh,South,5.2,8.75,14.24,10672429
3954,1,2,2,0,7,Delhi,East,9.75,8.51,3.2,25961707
2444,2,3,3,2,25,Bengaluru,East,4.12,8.19,14.1,14878827
3067,4,4,2,2,28,Mumbai,West,3.74,1.3,9.61,28427308
2189,1,2,3,3,24,Bengaluru,East,6.95,1.56,14.65,12407117
735,4,4,3,1,17,Pune,West,2.86,0.9,11.42,5217523
650,5,4,1,3,26,Pune,Central,3.5,8.71,5.95,6103983
3708,4,4,3,1,16,Bengaluru,South,8.76,3.67,3.78,23737458
2560,5,5,3,2,13,Chandigarh,Central,3.61,0.83,11.14,14159720
2073,1,2,1,2,14,Chandigarh,West,4.31,9.7,4.04,10027631
2330,5,6,1,0,13,Delhi,East,5.36,7.46,7.8,16819609
2245,2,3,3,0,18,Pune,North,4.57,4.38,9.32,10915530
1093,2,3,2,0,25,Delhi,West,4.04,2.62,12.62,6020658
2548,2,2,1,3,17,Chandigarh,South,7.92,8.72,13.81,11124748
2791,5,6,2,2,16,Pune,Central,9.02,6.93,2.74,16015969
3401,2,1,2,2,29,Bengaluru,South,1.95,1.36,6.92,20542190
4196,3,4,1,3,4,Delhi,West,7.08,8.96,9.46,28402327
3579,5,5,3,1,24,Bengaluru,North,1.4,2.39,2.01,23825644
3605,1,2,2,2,21,Delhi,West,1.76,6.29,0.54,22905592
863,2,3,3,1,25,Pune,South,4.3,5.85,8.1,4098348
1849,2,3,1,3,14,Pune,Central,5.54,5.64,11.93,10124621
2573,3,3,1,2,25,Chandigarh,North,7.18,3.77,6.56,11309138
4704,4,5,2,1,18,Delhi,North,1.15,3.33,6.41,31784450
4050,5,5,1,2,5,Mumbai,Central,7.51,8.23,14.35,37767609
4618,3,3,1,3,0,Bengaluru,East,0.94,8.56,13.51,28392604
3619,3,2,2,2,18,Chandigarh,West,8.81,9.15,12.31,16095665
3992,5,6,1,3,15,Bengaluru,East,7.0,2.04,2.09,26511312
1410,3,4,2,0,21,Chandigarh,Central,1.18,3.99,1.17,7306793
4828,3,2,1,2,13,Bengaluru,Central,9.29,0.62,1.65,30209516
4319,1,1,2,0,14,Delhi,West,4.78,4.83,1.95,28006048
4053,3,3,3,2,0,Bengaluru,West,8.74,9.3,1.35,25382110
1282,1,2,3,2,23,Bengaluru,East,5.16,8.18,10.3,7642768
1271,2,1,3,3,0,Chandigarh,West,4.07,2.29,4.21,7394739
3236,5,5,2,1,2,Bengaluru,South,1.3,3.04,1.82,21520330
3156,3,4,1,0,21,Bengaluru,South,0.85,3.21,6.61,19429426
2981,1,2,2,2,29,Delhi,North,5.03,7.58,6.26,19422675
4162,2,1,3,1,16,Bengaluru,Central,6.65,1.82,12.77,25563588
1593,2,1,2,2,24,Chandigarh,South,2.38,7.87,5.91,8101204
969,1,1,2,1,11,Mumbai,Central,6.43,7.92,2.51,9031246
896,3,4,3,0,20,Chandigarh,South,7.9,2.21,1.42,3419131
4333,3,2,3,2,13,Pune,North,6.02,2.16,4.19,22971997
1350,4,3,3,2,23,Delhi,East,2.86,7.15,12.33,9980132
2540,5,5,1,1,14,Delhi,South,3.7,1.86,9.94,19187709
3093,2,3,2,0,17,Bengaluru,South,1.59,6.72,10.69,17345406
609,2,2,3,2,19,Mumbai,North,4.84,3.31,2.51,6145191
2960,3,4,3,3,22,Pune,North,8.65,8.08,1.59,15518645
4986,4,5,1,2,28,Chandigarh,West,1.48,1.01,9.65,23675673
3327,1,1,3,2,25,Delhi,West,2.99,2.54,1.22,21803851
2718,3,2,1,2,24,Bengaluru,West,6.85,4.02,14.41,16100276
2719,2,1,2,1,20,Chandigarh,Central,3.09,2.18,6.78,12286813
4485,2,2,2,2,9,Delhi,East,4.81,9.43,2.21,29754427
3006,3,2,2,0,7,Mumbai,Central,5.4,9.14,5.91,27377779
2408,4,3,2,3,8,Bengaluru,North,3.16,2.52,14.67,15453565
3278,4,5,3,2,17,Delhi,Central,1.37,4.74,4.45,23723030
962,3,4,1,3,12,Mumbai,West,2.7,7.45,3.06,11252855
1113,3,2,1,1,17,Delhi,East,5.55,5.23,2.97,8485120
2306,5,4,1,0,11,Bengaluru,East,7.03,4.44,11.88,14855437
4893,4,4,3,3,30,Mumbai,East,4.19,7.29,4.97,44380533
1558,3,2,3,2,6,Delhi,Central,3.47,7.49,11.26,11859689
3521,1,1,1,3,20,Chandigarh,East,0.69,0.61,5.96,16072681
1820,1,1,1,3,1,Mumbai,North,4.93,4.16,2.87,16179842
2206,1,1,1,3,10,Pune,North,1.14,5.07,10.06,10549939
2951,5,5,1,1,30,Delhi,East,8.03,9.3,4.58,20557767
2136,1,1,2,3,24,Chandigarh,East,3.9,9.56,2.66,9950210
4921,1,1,3,0,29,Pune,East,8.54,4.14,3.47,24564393
2887,3,3,3,0,10,Mumbai,North,9.72,9.75,5.05,26782102
4785,1,2,1,1,21,Chandigarh,North,7.63,3.04,10.3,20758659
2518,3,3,1,0,17,Mumbai,North,7.39,5.88,9.43,21662956
4167,3,4,1,1,16,Delhi,West,6.77,2.1,10.02,28146739
724,5,6,2,2,30,Bengaluru,North,1.23,7.67,1.71,5747646
2875,4,5,1,3,20,Pune,Central,8.69,4.13,0.43,15558768
2905,5,6,3,3,7,Mumbai,Central,7.43,9.48,3.94,29323544
2680,1,1,2,2,29,Bengaluru,North,8.12,1.01,5.21,16190839
4615,5,4,1,2,21,Bengaluru,South,0.97,7.44,1.13,29351864
2571,5,4,3,0,18,Chandigarh,Central,8.8,2.08,4.26,13325879
3673,2,3,1,1,15,Chandigarh,South,0.4,8.11,1.57,17272499
2350,4,5,3,1,0,Bengaluru,North,8.69,0.94,12.82,14812187
2725,5,4,1,3,22,Bengaluru,Central,2.76,0.26,7.92,18851116
666,2,2,1,1,23,Pune,West,2.22,2.75,8.7,2730774
917,3,2,3,2,6,Chandigarh,North,6.79,5.95,5.07,5182036
1950,5,4,2,1,9,Bengaluru,North,5.76,3.32,13.24,13978516
1760,3,4,1,1,15,Bengaluru,North,6.28,8.11,6.39,11435114
4645,2,3,1,1,0,Bengaluru,West,9.06,1.3,5.73,28398571
1511,5,4,3,0,7,Bengaluru,East,1.23,4.87,12.26,10711001
3713,3,4,3,2,29,Pune,West,6.25,5.81,2.84,18683019
4698,4,4,2,1,0,Pune,Central,7.85,9.03,10.64,25286675
1185,5,4,2,1,24,Delhi,South,7.98,9.32,3.83,10144225
3302,3,4,2,2,8,Pune,North,0.99,3.42,10.57,17670336
2686,3,2,2,0,12,Bengaluru,West,2.48,6.41,9.64,17215870
657,1,2,2,0,12,Chandigarh,West,7.14,3.11,14.06,3327716
4837,2,2,1,3,12,Mumbai,Central,9.55,8.89,8.62,41813104
1167,5,6,2,1,23,Delhi,North,1.13,6.14,5.64,9243611
4207,1,2,2,0,14,Pune,East,7.17,4.41,12.45,20181953
789,5,6,2,0,24,Chandigarh,North,5.54,3.53,5.08,4876722
1789,4,5,3,0,19,Chandigarh,Central,6.18,3.68,12.57,9308575
3608,4,4,1,3,18,Pune,West,7.54,7.81,2.7,19556580
3749,3,2,3,3,26,Delhi,West,7.41,6.08,12.7,25160887
1489,5,6,2,3,8,Delhi,West,9.84,8.31,6.09,12084440
4656,3,3,2,0,27,Bengaluru,West,0.74,3.7,5.28,28522184
767,3,2,1,3,6,Chandigarh,Central,3.37,9.86,4.29,3800440
1218,5,4,1,2,12,Mumbai,South,4.38,7.75,6.12,13072858
2021,2,2,2,2,23,Delhi,West,2.38,2.71,0.69,13994260
2188,3,2,1,3,19,Mumbai,Central,2.97,8.7,0.68,21038931
4720,1,2,3,0,11,Chandigarh,East,0.9,6.03,7.3,20052546
2176,5,6,1,2,20,Pune,North,9.48,1.02,11.2,12120849
1612,2,3,3,0,21,Delhi,West,8.59,8.79,11.97,10119917
1475,2,2,3,1,5,Bengaluru,West,6.89,6.07,3.54,9546389
4639,4,5,1,1,14,Mumbai,South,5.45,7.42,6.47,41789702
1165,3,4,2,0,0,Chandigarh,East,5.6,5.61,7.4,5814117
1359,5,5,3,3,7,Delhi,West,7.69,6.92,0.72,11951569
718,2,1,2,1,0,Pune,North,5.52,9.09,4.06,5173128
3555,1,2,1,2,4,Bengaluru,South,3.29,6.32,8.59,21007262
2924,2,3,1,2,21,Pune,South,4.57,5.55,11.89,15289771
3296,5,4,3,0,15,Mumbai,East,3.01,2.87,12.03,30005480
4036,1,1,2,3,1,Chandigarh,West,1.17,8.06,7.37,18878742
2302,4,4,1,1,27,Bengaluru,East,5.72,0.23,13.8,13705347
2376,1,1,2,2,11,Pune,East,1.55,10.0,2.38,12609812
4706,5,4,2,1,19,Pune,West,2.62,7.09,1.38,25051831
1648,5,5,3,3,20,Pune,West,0.23,0.35,12.63,9776873
4200,5,6,3,0,29,Chandigarh,North,9.59,7.12,9.32,19524974
2661,4,4,1,0,17,Pune,Central,0.67,6.72,8.87,14807620
4610,4,4,1,0,30,Pune,East,2.99,3.74,10.42,24200370
4497,4,3,2,2,5,Bengaluru,South,4.39,5.51,1.15,28209483
2195,5,4,3,0,18,Bengaluru,Central,1.43,7.77,5.71,13861770
3810,3,3,1,2,20,Bengaluru,South,7.73,9.24,6.71,23199165
1123,3,2,3,0,4,Bengaluru,Central,7.42,6.24,13.64,7107737
4925,4,3,2,2,6,Pune,South,9.14,9.2,5.86,27184725
3542,2,1,1,0,7,Chandigarh,South,0.65,4.66,4.71,16728585
4647,1,2,3,0,9,Bengaluru,South,3.74,5.15,8.36,27918653
2577,4,3,1,2,18,Delhi,South,2.17,4.6,1.49,18976733
1026,2,2,2,3,2,Pune,East,3.1,6.19,0.68,6476663
1510,2,3,2,1,12,Chandigarh,West,6.61,0.69,11.18,7691211
2459,4,5,2,1,19,Delhi,South,3.54,5.91,4.76,17738006
3499,3,4,3,0,1,Pune,Central,4.12,1.03,1.66,18197171
1373,5,4,2,2,19,Delhi,West,9.01,5.36,12.32,10736341
1379,1,1,2,0,22,Delhi,South,4.09,3.14,3.07,7979118
3263,5,4,3,3,14,Mumbai,East,9.61,9.58,13.56,31020814
3309,5,5,2,3,11,Chandigarh,West,0.28,2.42,14.9,16408887
4505,2,3,3,1,11,Chandigarh,Central,7.96,2.56,13.22,20229938
3397,1,1,1,3,12,Chandigarh,Central,9.92,6.29,6.08,15278352
4020,2,2,1,0,2,Chandigarh,East,3.36,5.38,10.59,18322810
1286,3,4,3,2,21,Pune,East,7.37,1.24,7.19,7116282
3922,4,5,1,2,19,Pune,North,6.57,8.16,11.8,19890332
881,5,5,1,3,22,Mumbai,West,1.12,2.01,14.18,8720439
1780,2,1,2,0,19,Delhi,East,4.41,8.55,3.71,11808666
3481,3,2,2,2,17,Chandigarh,East,2.42,7.37,9.06,15683220
1265,1,2,1,1,6,Delhi,Central,3.73,7.45,1.95,9235303
2246,4,4,2,2,20,Chandigarh,South,7.77,2.98,5.53,11261865
2447,2,2,2,1,1,Delhi,West,3.93,3.88,6.33,16103762
2885,2,3,1,0,18,Mumbai,North,0.65,9.5,11.3,24535481
2986,3,2,3,1,30,Pune,East,0.46,4.77,9.77,15102729
4433,4,5,3,3,8,Mumbai,West,6.74,8.08,2.93,40357338
998,1,1,1,2,17,Mumbai,East,7.65,1.57,12.88,8607566
864,1,1,1,0,27,Pune,East,6.14,2.0,11.9,3127364
4175,4,4,3,2,29,Chandigarh,South,6.94,4.97,7.74,19845785
696,3,3,3,2,11,Delhi,East,3.64,1.69,9.76,5832122
632,5,6,1,1,0,Bengaluru,South,9.97,2.03,9.92,6239543
3324,1,1,2,2,27,Mumbai,East,3.92,3.85,10.44,26193538
4994,5,6,2,1,10,Chandigarh,Central,5.17,6.45,9.67,24814534
2421,3,3,2,0,17,Delhi,North,5.56,3.6,6.63,16639144
4096,4,4,3,3,3,Delhi,South,4.18,9.06,10.54,28000741
1107,2,3,2,2,17,Pune,West,7.6,3.26,5.17,5276651
1917,4,3,1,3,17,Mumbai,Central,8.14,3.29,9.57,17376186
2017,1,2,3,3,14,Pune,East,2.2,0.86,9.94,9663100
1967,3,2,3,1,2,Delhi,South,1.86,2.57,3.72,14092321
2876,3,3,3,3,16,Mumbai,East,5.56,6.91,6.28,26065646
4638,5,6,2,1,19,Pune,West,3.36,6.59,14.36,24013470
1125,1,1,2,3,20,Delhi,Central,9.13,8.41,11.7,6502318
799,1,2,3,0,30,Mumbai,Central,6.87,1.25,5.52,6039908
1272,1,1,1,3,20,Pune,East,5.23,4.34,5.73,6420117
2920,4,3,1,1,4,Chandigarh,South,6.66,2.94,1.99,13757228
1168,1,1,2,1,17,Pune,West,6.25,6.27,1.08,5944208
1642,1,1,2,0,23,Bengaluru,North,8.3,4.95,4.09,9006724
961,5,5,3,2,26,Mumbai,Central,5.54,5.14,11.98,9729172
3690,2,3,2,0,5,Bengaluru,North,6.77,2.08,8.43,22018294
714,2,2,3,1,26,Chandigarh,South,8.25,4.1,0.79,3967202
1188,1,2,3,1,21,Delhi,West,6.81,8.5,9.35,7338153
2770,3,3,2,1,18,Pune,Central,8.38,5.81,11.81,14756244
1457,5,4,3,1,21,Bengaluru,North,7.96,5.45,7.01,10324530
1173,1,2,3,1,15,Bengaluru,West,5.81,4.14,8.18,7113956
3021,1,1,3,2,28,Bengaluru,North,6.22,2.72,3.49,17211045
758,3,4,2,0,18,Bengaluru,West,5.96,8.35,0.88,5468290
931,1,2,2,2,15,Bengaluru,North,6.26,1.57,14.68,4710201
2045,1,1,1,1,25,Delhi,North,5.24,5.09,7.11,12930850
2864,1,1,2,0,10,Delhi,East,7.69,3.02,10.23,17692831
4089,3,4,2,3,0,Pune,North,1.91,1.56,14.99,21059756
2348,4,3,2,3,4,Mumbai,West,8.83,0.56,11.46,22082957
645,3,4,2,3,21,Chandigarh,North,3.16,1.48,10.19,3996767
1403,2,2,2,1,13,Delhi,East,7.0,2.15,14.37,9416307
3599,1,1,2,3,18,Pune,East,8.06,4.59,7.07,18646920
3858,5,5,1,3,11,Bengaluru,North,5.43,9.33,13.98,24988777
3333,5,4,1,1,15,Chandigarh,West,0.57,6.69,9.14,15962011
3795,2,1,2,0,24,Mumbai,North,8.03,8.6,12.54,32792985
1462,5,6,2,2,12,Chandigarh,West,4.5,6.18,11.53,8288329
4034,4,4,3,2,24,Pune,South,6.94,6.65,9.62,21910236
4042,1,1,1,2,12,Chandigarh,West,2.64,7.61,13.23,18303461
2869,4,4,3,3,17,Bengaluru,East,3.79,8.29,7.21,17445124
550,5,4,1,3,30,Chandigarh,East,1.2,0.38,2.71,4059706
1484,3,4,2,2,18,Pune,North,2.12,0.72,8.05,8239183
1753,3,2,2,1,13,Bengaluru,South,8.52,1.11,2.44,11592353
1986,5,6,1,3,1,Bengaluru,East,5.84,5.07,3.44,14091674
1523,2,2,2,2,13,Delhi,East,6.56,9.3,5.84,10676134
4896,4,5,1,1,2,Mumbai,North,0.98,6.87,1.87,44827043
1119,3,4,3,3,18,Delhi,East,7.3,0.49,2.14,8849208
4555,1,1,1,0,4,Pune,Central,3.89,9.8,9.76,21798302
1265,2,1,3,1,5,Delhi,Central,8.2,2.08,12.3,8577430
2828,3,2,1,2,25,Mumbai,East,0.3,1.09,3.01,25833892
3962,5,4,3,0,18,Mumbai,East,6.97,5.34,13.29,34923277
4134,4,5,3,1,29,Chandigarh,West,8.77,8.04,4.35,19654609
3231,2,3,2,3,23,Delhi,East,9.01,3.65,9.98,21853903
4881,5,5,2,0,8,Delhi,East,9.03,8.01,2.44,34761362
3133,1,1,1,1,6,Pune,North,3.13,9.5,8.46,16248583
1545,2,2,3,2,13,Chandigarh,South,0.28,3.16,2.51,8207458
4578,5,6,1,0,23,Delhi,North,1.35,1.78,9.92,30779412
4674,3,4,3,2,2,Pune,North,6.06,4.78,0.21,24558326
2341,2,2,1,0,3,Chandigarh,West,1.11,5.56,3.46,11243024
628,3,2,1,3,10,Bengaluru,North,9.72,8.25,13.82,4860187
1415,3,3,2,0,2,Bengaluru,South,5.58,0.42,11.43,9006403
3751,3,3,2,0,29,Chandigarh,Central,5.51,2.89,3.27,18344937
2563,1,2,2,3,4,Mumbai,North,8.43,4.38,12.78,20416315
4299,2,3,3,2,13,Pune,West,8.53,9.85,0.45,22311785
3786,4,3,3,3,5,Delhi,North,5.54,3.5,14.48,25758901
1343,1,2,1,1,28,Delhi,West,1.06,6.76,13.44,8128343
1534,5,5,3,1,6,Bengaluru,South,2.13,0.89,8.39,10854060
1481,2,2,1,0,20,Mumbai,North,9.48,3.37,3.37,13055377
3550,2,1,2,0,26,Bengaluru,South,6.18,2.28,14.25,20805195
1087,2,3,1,2,23,Mumbai,West,1.49,7.45,3.46,10536956
4309,5,4,3,0,9,Delhi,North,8.55,3.25,14.58,29569181
1535,2,2,1,3,27,Bengaluru,South,9.35,8.74,11.73,9636993
1146,2,3,3,3,14,Chandigarh,Central,0.69,0.49,1.74,6201816
4003,3,2,3,2,3,Chandigarh,North,4.64,8.18,13.8,17904821
3248,5,6,3,2,5,Mumbai,Central,4.15,4.28,2.1,31176788
1222,1,1,2,2,0,Chandigarh,South,2.28,3.06,9.98,6425797
923,3,2,3,1,27,Delhi,North,2.58,8.75,5.17,6915681
905,1,2,1,3,21,Mumbai,Central,5.1,9.78,6.98,7742812
1441,1,1,3,1,0,Bengaluru,East,0.65,6.23,9.53,8551286
2522,4,5,3,3,5,Mumbai,South,4.94,3.79,6.42,23264621
4148,1,1,3,0,14,Bengaluru,South,9.39,9.96,0.96,24866851
4789,5,6,1,2,30,Bengaluru,East,5.09,0.43,4.65,30643043
1875,4,3,2,0,24,Bengaluru,West,2.21,3.37,3.0,12027372
3828,2,1,3,0,0,Delhi,West,6.18,4.77,11.74,25274362
691,5,4,2,3,30,Chandigarh,North,8.14,2.16,8.79,4339286
3357,5,4,3,2,24,Mumbai,East,1.21,4.07,14.53,29890686
3857,1,2,2,1,6,Delhi,Central,3.8,5.87,14.78,24599265
1815,4,4,1,1,17,Mumbai,East,6.45,6.99,14.64,16407292
845,1,1,3,2,15,Mumbai,Central,0.93,0.41,6.31,8201664
760,2,2,2,3,13,Pune,Central,0.26,9.75,6.44,4415719
696,3,4,1,3,13,Mumbai,East,2.43,2.13,9.62,7009642
1206,1,2,3,0,13,Delhi,East,2.23,7.28,0.31,8487892
3663,3,2,1,2,0,Pune,Central,5.47,8.17,11.63,18479586
1192,2,2,3,3,8,Mumbai,East,6.38,6.71,3.22,12634982
2597,5,6,3,3,17,Mumbai,Central,2.78,8.82,13.48,23806347
1130,4,3,3,2,29,Chandigarh,East,2.7,9.62,13.18,5857634
3205,5,4,2,3,2,Mumbai,South,6.33,4.69,11.03,29701812
1087,3,4,3,1,7,Mumbai,East,8.64,5.73,7.85,10220033
2262,5,6,3,0,23,Chandigarh,Central,6.82,8.32,2.33,11737361
2145,5,4,1,1,27,Bengaluru,North,9.41,0.85,8.77,14877228
898,2,1,2,1,11,Pune,Central,4.26,9.18,4.65,4380075
2155,3,4,1,2,13,Chandigarh,East,6.21,9.0,5.84,10768826
4430,3,2,3,2,24,Delhi,North,7.31,0.54,8.01,28826514
1377,5,4,3,2,7,Pune,East,3.56,9.7,5.33,8044949
1119,5,5,3,0,25,Mumbai,Central,4.53,5.97,14.17,11593112
651,4,5,1,2,22,Pune,Central,0.29,5.58,4.52,4697658
3313,1,1,3,3,26,Chandigarh,West,1.36,7.28,1.48,14975553
1821,3,2,2,0,8,Pune,Central,3.3,2.0,7.38,9866870
1196,5,5,1,1,24,Pune,West,8.12,0.2,14.51,6212814
2356,4,4,3,3,16,Mumbai,East,8.82,3.66,1.24,22561890
2583,3,4,3,2,3,Chandigarh,East,9.65,6.65,1.36,12781771
3092,1,2,2,0,27,Pune,West,7.54,0.62,9.24,15785097
3536,1,2,2,2,5,Bengaluru,Central,2.33,0.96,11.61,20681309
779,3,4,2,1,26,Pune,Central,6.37,2.03,3.93,5540896
4898,1,1,1,2,21,Delhi,East,9.49,4.85,13.88,32190414
3273,1,2,2,3,16,Chandigarh,West,2.43,5.51,2.36,15652918
2269,2,2,3,2,3,Bengaluru,West,9.02,7.61,6.16,14176276
3466,3,4,1,3,4,Pune,South,5.49,8.7,6.67,18848692
3755,1,2,3,1,7,Pune,West,4.47,4.2,12.88,18683696
2975,5,4,3,2,24,Delhi,East,9.56,9.32,4.27,21633399
2599,3,4,1,3,3,Chandigarh,Central,0.53,1.09,12.99,12109207
2547,3,4,2,2,5,Pune,West,2.4,7.81,4.51,12807820
2096,5,5,3,0,26,Bengaluru,Central,3.49,6.89,14.42,14199026
2971,1,1,3,0,30,Pune,West,2.85,6.37,8.31,14952263
815,5,5,1,0,28,Mumbai,North,3.67,1.9,10.42,8510350
2041,3,4,3,3,19,Bengaluru,South,2.41,8.7,2.31,13860136
4913,5,5,2,0,23,Pune,Central,5.62,0.59,10.33,25486306
1022,3,4,1,0,9,Bengaluru,Central,0.35,9.09,10.66,6761605
1330,1,1,2,1,18,Bengaluru,East,3.55,4.1,3.48,7903662
4887,1,1,3,2,23,Bengaluru,East,0.76,5.16,11.01,29380988
841,2,1,1,3,22,Pune,Central,7.99,0.9,11.12,4653970
2005,5,5,2,1,13,Mumbai,East,0.25,0.46,11.95,19485543
4014,5,4,3,1,5,Mumbai,East,5.9,9.3,10.04,36094260
2913,3,3,2,3,9,Chandigarh,West,8.93,0.62,12.95,13650726
4834,4,4,2,2,17,Chandigarh,West,2.73,0.29,13.04,22295817
954,4,3,1,0,5,Delhi,Central,1.13,3.43,14.55,7196576
2101,3,2,2,0,17,Bengaluru,Central,1.48,8.73,14.14,12856925
692,4,4,3,1,8,Bengaluru,North,4.86,3.18,2.97,5818914
1445,1,1,2,2,3,Pune,West,4.79,6.77,10.65,7356428
544,1,1,3,1,14,Chandigarh,East,4.2,7.28,0.81,2635130
754,1,1,3,3,4,Delhi,South,0.26,0.49,13.04,4809552
3062,5,6,2,3,4,Bengaluru,West,5.05,2.63,4.37,21078630
4369,5,5,2,3,5,Mumbai,Central,5.24,7.87,2.89,40133049
3945,2,3,3,3,12,Delhi,South,8.54,4.43,11.14,27304834
4824,2,3,2,3,30,Delhi,East,1.33,5.72,14.46,31482640
2341,1,1,2,2,8,Delhi,West,3.8,9.35,3.51,15726879
2694,4,3,1,3,24,Bengaluru,South,2.07,0.3,4.68,17100926
4974,1,1,3,0,11,Pune,Central,6.29,4.51,5.01,24699166
3435,3,4,1,3,28,Chandigarh,South,8.01,9.89,3.83,15626954
4894,4,5,3,2,27,Delhi,East,8.48,9.11,11.26,33211873
2029,4,3,2,3,25,Chandigarh,North,5.39,4.43,3.03,9398657
2688,4,3,2,1,16,Mumbai,West,6.36,8.82,1.79,25202348
1562,3,4,3,0,12,Mumbai,Central,2.09,0.77,8.26,14153736
3701,3,2,2,0,5,Pune,North,8.34,6.7,14.85,18933782
858,3,2,2,0,15,Mumbai,South,8.26,2.13,12.08,7844538
780,2,3,1,1,20,Mumbai,South,3.89,8.13,2.23,7855962
1478,1,2,2,2,0,Bengaluru,West,1.96,8.52,8.18,8848559
887,1,1,3,2,24,Chandigarh,South,7.48,8.61,1.56,3663049
1894,2,2,1,0,9,Chandigarh,East,3.21,0.3,0.6,9440566
3684,2,1,3,2,20,Delhi,South,1.0,9.42,10.76,24529950
887,4,3,1,1,6,Chandigarh,Central,6.58,7.02,6.79,4581179
4870,2,2,2,3,10,Delhi,Central,7.81,5.48,7.02,33112010
2192,5,6,1,0,1,Pune,North,5.62,4.16,8.66,12464500
2260,2,3,2,2,5,Delhi,North,2.68,2.73,1.62,14853055
1526,5,4,3,3,12,Chandigarh,East,6.3,5.46,13.47,8241799
1348,3,4,1,0,5,Bengaluru,Central,6.85,0.91,13.54,9158494
1929,5,4,1,2,20,Delhi,West,4.69,6.83,6.79,14137930
4922,2,1,1,1,13,Bengaluru,Central,9.44,3.31,3.73,30082654
4782,1,1,2,2,17,Chandigarh,Central,4.69,2.01,4.18,21881574
3479,1,2,1,0,2,Chandigarh,South,6.76,0.87,11.96,15482588
2244,4,3,2,0,28,Bengaluru,East,9.64,4.12,10.73,13153608
3512,2,3,1,0,15,Chandigarh,Central,3.96,1.96,7.89,15693413
1377,2,2,3,3,27,Mumbai,South,6.02,4.35,11.49,13129389
1924,4,4,1,2,2,Bengaluru,West,4.72,4.28,14.85,12537693
4176,3,2,2,0,18,Chandigarh,North,2.71,3.97,2.14,19527417
1741,4,3,1,3,3,Mumbai,South,9.64,9.45,2.52,18188085
4642,2,1,2,2,30,Bengaluru,North,4.09,9.01,5.02,28008349
3176,5,4,3,0,14,Bengaluru,West,1.58,8.96,2.33,21224610
3545,4,3,2,3,9,Mumbai,West,9.35,0.34,2.49,33530461
2172,5,4,2,1,14,Mumbai,North,7.06,2.0,12.31,21526734
4698,5,5,3,2,18,Mumbai,Central,6.47,6.51,3.22,42949627
3734,1,1,1,3,30,Mumbai,East,8.46,9.19,13.53,30344004
1715,5,4,2,1,2,Bengaluru,North,5.82,3.44,2.17,12777404
1907,2,3,2,1,26,Chandigarh,Central,1.15,5.92,4.85,8961287
3678,1,1,3,3,6,Delhi,West,4.02,5.22,13.65,23752336
4036,5,5,1,0,12,Chandigarh,North,9.21,9.83,5.89,19872847
987,2,1,2,0,11,Chandigarh,North,4.17,7.38,12.92,4263392
3106,4,5,2,1,15,Chandigarh,East,3.15,4.68,9.49,14499286
1765,1,1,3,2,14,Delhi,North,7.71,9.26,12.69,10869168
2427,2,2,3,2,2,Chandigarh,Central,3.11,8.64,12.09,10879208
939,4,4,1,2,11,Pune,Central,3.34,7.4,14.14,5538734
3557,3,3,1,0,23,Bengaluru,North,3.09,6.42,13.62,21263879
2450,2,1,2,3,26,Delhi,South,8.18,6.05,5.18,16870592
3154,3,4,1,0,16,Delhi,West,2.04,1.07,13.3,21410584
700,5,5,2,2,0,Mumbai,East,0.65,9.44,8.07,10301543
2036,1,1,1,1,1,Delhi,West,3.62,7.7,14.2,12592703
2519,1,1,2,1,6,Pune,North,1.84,1.2,12.7,11634761
2009,5,5,1,0,17,Pune,South,5.61,5.14,9.83,11623180
3168,5,5,3,3,23,Delhi,North,5.66,1.61,9.61,22880757
3385,2,3,1,2,0,Delhi,Central,5.2,6.48,0.21,22287072
916,1,2,1,3,7,Mumbai,East,7.91,8.62,2.79,8271489
1211,1,2,3,0,19,Bengaluru,West,2.24,9.46,11.45,7081518
3448,4,5,2,2,8,Pune,South,3.03,7.76,6.48,19050733
2097,5,5,2,1,11,Bengaluru,East,9.21,8.19,9.54,14745313
1593,4,5,2,0,10,Pune,West,0.93,7.44,5.96,8844922
1405,2,2,1,0,25,Pune,North,5.61,1.33,13.36,6521184
4946,4,5,1,1,27,Delhi,Central,8.4,6.43,4.04,33242941
3346,5,6,2,0,3,Chandigarh,Central,0.4,4.94,4.81,16713916
4507,3,3,1,3,25,Pune,West,3.25,6.38,5.13,24419193
714,2,2,1,0,26,Chandigarh,South,3.53,3.74,2.41,3896604
4911,1,1,2,0,21,Bengaluru,North,2.87,2.82,1.76,28943625
1353,4,5,3,3,2,Mumbai,Central,0.6,5.76,10.42,15387597
